               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.014055,           0.0031192,                   0,             0.99999,                   1,               0.995,             0.90992,           0.0083538,           0.0019421,                   0,            0.009604,            0.009604,            0.009604
                  14,            0.013697,           0.0030376,                   0,             0.99999,                   1,               0.995,             0.91665,           0.0080136,           0.0018797,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.013356,           0.0029843,                   0,             0.99999,                   1,               0.995,             0.92406,           0.0077485,           0.0018351,                   0,            0.009538,            0.009538,            0.009538
                  16,            0.013332,           0.0029892,                   0,                   1,             0.99807,               0.995,             0.91742,           0.0078896,           0.0018822,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.013043,           0.0029299,                   0,             0.99999,                   1,               0.995,             0.92216,           0.0075654,           0.0017852,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.012946,           0.0029303,                   0,             0.99998,                   1,               0.995,             0.92828,           0.0073823,           0.0017667,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.012551,           0.0028735,                   0,             0.99999,                   1,               0.995,             0.93288,           0.0071074,           0.0017451,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.012476,           0.0028558,                   0,             0.99999,                   1,               0.995,              0.9344,           0.0070516,           0.0016991,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.012364,            0.002772,                   0,             0.99999,                   1,               0.995,              0.9298,           0.0071373,           0.0017055,                   0,             0.00934,             0.00934,             0.00934
                  22,             0.01215,           0.0027483,                   0,             0.99999,                   1,               0.995,             0.93354,           0.0067999,           0.0016729,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.012051,           0.0027362,                   0,             0.99997,                   1,               0.995,             0.93394,           0.0068421,             0.00166,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.012091,           0.0027561,                   0,             0.99999,                   1,               0.995,             0.93276,           0.0068632,           0.0016232,                   0,            0.009241,            0.009241,            0.009241
                  25,             0.01161,           0.0026819,                   0,             0.99999,                   1,               0.995,             0.94147,           0.0065807,            0.001592,                   0,            0.009208,            0.009208,            0.009208
                  26,            0.011837,           0.0027368,                   0,             0.99995,                   1,               0.995,             0.94153,           0.0067357,           0.0016247,                   0,            0.009175,            0.009175,            0.009175
                  27,             0.01151,           0.0026652,                   0,             0.99999,                   1,               0.995,             0.93866,           0.0066274,           0.0015844,                   0,            0.009142,            0.009142,            0.009142
                  28,            0.011536,           0.0026538,                   0,             0.99999,                   1,               0.995,             0.94686,           0.0063984,           0.0015858,                   0,            0.009109,            0.009109,            0.009109
                  29,            0.011438,           0.0026488,                   0,             0.99999,                   1,               0.995,             0.94715,           0.0063058,           0.0015373,                   0,            0.009076,            0.009076,            0.009076
                  30,            0.011413,           0.0026104,                   0,             0.99998,                   1,               0.995,             0.94706,           0.0062152,           0.0015279,                   0,            0.009043,            0.009043,            0.009043
                  31,            0.011265,           0.0025971,                   0,             0.99999,                   1,               0.995,             0.94705,           0.0062243,           0.0015239,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.011262,           0.0026113,                   0,             0.99989,                   1,               0.995,             0.95085,           0.0061097,           0.0014868,                   0,            0.008977,            0.008977,            0.008977
                  33,            0.011104,           0.0025549,                   0,             0.99999,                   1,               0.995,             0.94978,           0.0060906,           0.0014754,                   0,            0.008944,            0.008944,            0.008944
                  34,            0.010963,           0.0025001,                   0,             0.99999,                   1,               0.995,             0.94828,           0.0060901,           0.0014808,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.011027,             0.00254,                   0,             0.99999,                   1,               0.995,             0.94933,           0.0059982,           0.0014681,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.010706,           0.0024932,                   0,             0.99999,                   1,               0.995,             0.95227,           0.0058939,           0.0014215,                   0,            0.008845,            0.008845,            0.008845
                  37,             0.01075,           0.0025201,                   0,             0.99999,                   1,               0.995,             0.95182,           0.0058659,           0.0014342,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.010732,           0.0024714,                   0,             0.99999,                   1,               0.995,             0.95478,           0.0058008,           0.0014158,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.010684,           0.0024589,                   0,             0.99999,                   1,               0.995,             0.95463,           0.0057386,           0.0014178,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.010544,           0.0024579,                   0,             0.99999,                   1,               0.995,               0.956,           0.0057249,           0.0013927,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.010519,           0.0024082,                   0,             0.99999,                   1,               0.995,             0.95613,            0.005733,           0.0013868,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.010487,           0.0024318,                   0,             0.99999,                   1,               0.995,             0.95425,           0.0056985,           0.0013771,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.010392,           0.0024172,                   0,             0.99989,                   1,               0.995,             0.95825,           0.0055437,           0.0013576,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.010228,           0.0023981,                   0,             0.99999,                   1,               0.995,             0.95667,           0.0056596,           0.0013553,                   0,            0.008581,            0.008581,            0.008581
                  45,             0.01032,           0.0023828,                   0,             0.99988,                   1,               0.995,             0.95786,           0.0055956,           0.0013361,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.010278,           0.0023421,                   0,             0.99998,                   1,               0.995,             0.95854,           0.0055142,           0.0013423,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.010266,           0.0024059,                   0,              0.9999,                   1,               0.995,             0.96007,           0.0053812,           0.0013227,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.010169,           0.0023213,                   0,             0.99999,                   1,               0.995,             0.95766,           0.0054943,           0.0013267,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.010165,           0.0023389,                   0,             0.99999,                   1,               0.995,             0.96119,           0.0053656,            0.001312,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.010166,           0.0023555,                   0,             0.99979,                   1,               0.995,             0.96026,           0.0054468,           0.0013191,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.010065,           0.0023533,                   0,             0.99989,                   1,               0.995,             0.96086,           0.0053689,           0.0012952,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.010046,           0.0023419,                   0,             0.99999,                   1,               0.995,             0.96072,           0.0053612,           0.0012882,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.010007,           0.0023179,                   0,             0.99999,                   1,               0.995,             0.96007,           0.0053418,           0.0012841,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.010041,            0.002333,                   0,             0.99998,                   1,               0.995,             0.96183,           0.0052756,            0.001279,                   0,            0.008251,            0.008251,            0.008251
