               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,           0.0092882,           0.0023771,                   0,             0.99999,                   1,               0.995,             0.95045,           0.0060502,           0.0014643,                   0,             0.00406,             0.00406,             0.00406
                  26,           0.0090787,            0.002387,                   0,             0.99999,                   1,               0.995,             0.95664,           0.0058534,            0.001411,                   0,           0.0038125,           0.0038125,           0.0038125
                  27,            0.008835,           0.0023162,                   0,             0.99999,                   1,               0.995,             0.95345,           0.0058602,           0.0014038,                   0,            0.003565,            0.003565,            0.003565
                  28,           0.0086722,            0.002277,                   0,             0.99999,                   1,               0.995,             0.95395,            0.005835,             0.00139,                   0,           0.0033175,           0.0033175,           0.0033175
                  29,           0.0085695,           0.0022393,                   0,             0.99988,                   1,               0.995,             0.95903,           0.0056264,           0.0013379,                   0,             0.00307,             0.00307,             0.00307
                  30,           0.0082534,           0.0021901,                   0,             0.99999,                   1,               0.995,              0.9604,           0.0055044,            0.001329,                   0,           0.0028225,           0.0028225,           0.0028225
                  31,           0.0082406,           0.0021941,                   0,             0.99999,                   1,               0.995,             0.95965,           0.0055182,           0.0013264,                   0,            0.002575,            0.002575,            0.002575
                  32,           0.0080796,           0.0021791,                   0,             0.99999,                   1,               0.995,              0.9612,           0.0054557,           0.0012921,                   0,           0.0023275,           0.0023275,           0.0023275
                  33,           0.0079667,           0.0021114,                   0,             0.99998,                   1,               0.995,             0.96156,           0.0054437,           0.0012701,                   0,             0.00208,             0.00208,             0.00208
                  34,           0.0077247,           0.0020623,                   0,                   1,             0.99997,               0.995,             0.96163,           0.0053566,           0.0012612,                   0,           0.0018325,           0.0018325,           0.0018325
                  35,           0.0075362,           0.0020452,                   0,              0.9999,                   1,               0.995,              0.9644,           0.0052471,           0.0012356,                   0,            0.001585,            0.001585,            0.001585
                  36,           0.0074563,           0.0020165,                   0,             0.99979,                   1,               0.995,             0.96496,           0.0052093,           0.0012137,                   0,           0.0013375,           0.0013375,           0.0013375
                  37,           0.0073923,            0.002025,                   0,             0.99979,                   1,               0.995,             0.96503,           0.0051573,           0.0011996,                   0,             0.00109,             0.00109,             0.00109
                  38,           0.0071736,           0.0019567,                   0,             0.99989,                   1,               0.995,             0.96578,           0.0051299,           0.0011924,                   0,           0.0008425,           0.0008425,           0.0008425
                  39,           0.0071144,           0.0019521,                   0,             0.99989,                   1,               0.995,             0.96595,           0.0051257,           0.0011901,                   0,            0.000595,            0.000595,            0.000595
