               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  47,            0.022394,            0.004661,                   0,             0.97497,             0.99198,             0.99365,             0.76436,            0.017994,           0.0033223,                   0,            0.005446,            0.005446,            0.005446
                  48,             0.02219,           0.0047543,                   0,             0.99455,             0.99399,             0.99496,             0.77042,            0.017079,            0.003239,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.021759,           0.0047512,                   0,             0.99499,              0.9946,              0.9947,             0.73676,            0.018446,           0.0034908,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.021623,           0.0047186,                   0,             0.98708,             0.99508,             0.99386,             0.78224,            0.016159,           0.0034064,                   0,            0.005149,            0.005149,            0.005149
                  51,             0.02259,           0.0047631,                   0,             0.98576,             0.99499,             0.99423,             0.73017,            0.018756,           0.0033932,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.022907,           0.0047329,                   0,             0.99927,               0.999,               0.995,             0.77069,            0.017624,           0.0031584,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.021572,           0.0044757,                   0,              0.9621,             0.98998,             0.99029,             0.78538,            0.015552,           0.0034125,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.020932,           0.0046039,                   0,             0.98721,             0.99599,             0.99466,             0.79628,            0.015784,           0.0030498,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.020865,           0.0044815,                   0,             0.99105,             0.99499,             0.99483,             0.78828,            0.015457,           0.0030188,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.021031,           0.0045273,                   0,             0.99599,             0.99512,             0.99494,             0.78415,            0.016036,           0.0030794,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.021466,           0.0044651,                   0,             0.98995,               0.998,              0.9948,             0.78127,            0.017559,           0.0030862,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.020913,            0.004544,                   0,                   1,             0.99323,               0.995,             0.80328,            0.015635,           0.0031958,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.020873,           0.0043692,                   0,               0.996,             0.99794,               0.995,             0.80358,            0.015314,            0.003022,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.022328,           0.0045803,                   0,             0.98977,             0.99499,             0.99445,             0.78699,            0.016528,             0.00317,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.020436,           0.0046223,                   0,               0.999,             0.99847,               0.995,             0.80278,            0.016011,           0.0030268,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.019592,           0.0044773,                   0,             0.98595,             0.98473,             0.99354,             0.78822,            0.015676,           0.0032126,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.019759,           0.0044645,                   0,             0.97918,             0.98981,             0.99434,             0.81119,            0.014473,            0.003017,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.020651,           0.0044792,                   0,             0.98109,             0.98799,             0.99401,             0.77995,            0.015945,            0.003016,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.020744,           0.0046771,                   0,             0.96895,             0.97996,             0.99018,             0.78482,            0.015466,           0.0032329,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.019379,           0.0044596,                   0,             0.99494,               0.999,               0.995,              0.8011,            0.015179,           0.0029382,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.019009,           0.0043856,                   0,                   1,             0.98593,               0.995,             0.81906,            0.014283,           0.0031853,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.018603,           0.0042044,                   0,               0.998,             0.99752,               0.995,             0.78897,            0.015181,            0.002932,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.019025,           0.0042563,                   0,             0.99855,                   1,               0.995,             0.82711,            0.014321,           0.0028468,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.018736,           0.0042844,                   0,             0.99738,               0.999,               0.995,             0.81824,            0.014743,           0.0027684,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.018572,           0.0041563,                   0,               0.998,             0.99928,               0.995,             0.83558,            0.013036,           0.0027135,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.017984,           0.0041318,                   0,              0.9982,             0.99499,               0.995,             0.83498,            0.013359,            0.002769,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.017776,           0.0039318,                   0,             0.99989,               0.999,               0.995,              0.8434,            0.012772,            0.002716,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.017819,           0.0039578,                   0,              0.9995,                   1,               0.995,             0.83275,            0.013101,           0.0028006,                   0,            0.002773,            0.002773,            0.002773
                  75,              0.0175,           0.0039592,                   0,               0.999,             0.99745,               0.995,             0.82797,            0.013236,           0.0026622,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.018159,            0.003984,                   0,             0.99973,                   1,               0.995,             0.83715,            0.013226,           0.0026225,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.017484,           0.0041526,                   0,              0.9861,             0.99489,             0.99482,              0.8338,            0.013454,           0.0027576,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.017673,            0.004011,                   0,             0.99977,                   1,               0.995,             0.83302,            0.013118,           0.0026713,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.017774,           0.0039092,                   0,             0.99788,                   1,             0.99499,             0.82416,            0.013118,           0.0025926,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.016646,           0.0039485,                   0,             0.99741,                   1,               0.995,             0.84104,            0.012728,           0.0025762,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.016599,           0.0038783,                   0,             0.99805,                   1,               0.995,              0.8419,            0.012454,           0.0025659,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.016357,           0.0039784,                   0,               0.999,             0.99965,             0.99498,             0.83974,            0.012589,           0.0025452,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.016332,           0.0038572,                   0,             0.97071,             0.99633,             0.99301,             0.82198,            0.013417,           0.0027821,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.016501,           0.0037502,                   0,               0.998,             0.99859,               0.995,             0.84323,            0.012768,           0.0025287,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.016149,           0.0038597,                   0,             0.99974,                   1,               0.995,             0.83465,            0.012274,           0.0025594,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.016097,           0.0038105,                   0,             0.99974,                   1,               0.995,             0.85678,            0.011927,           0.0024334,                   0,            0.001585,            0.001585,            0.001585
                  87,             0.01582,           0.0038845,                   0,                   1,             0.99875,               0.995,             0.83442,            0.012601,           0.0026072,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.016033,            0.003642,                   0,             0.99896,                   1,               0.995,             0.84256,            0.012532,           0.0025177,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.015121,           0.0036021,                   0,              0.9975,               0.998,               0.995,             0.86185,            0.011703,            0.002426,                   0,            0.001288,            0.001288,            0.001288
                  90,             0.01534,           0.0037731,                   0,                   1,                   1,               0.995,             0.85962,            0.011682,            0.002413,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.015386,            0.003667,                   0,             0.99984,                   1,               0.995,             0.85899,            0.011293,           0.0023975,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.014945,           0.0036103,                   0,             0.99988,                   1,               0.995,             0.86327,            0.011061,           0.0023363,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.014529,           0.0035067,                   0,                   1,             0.99994,               0.995,             0.86187,            0.011096,           0.0023356,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.014668,           0.0036193,                   0,             0.99981,                   1,               0.995,             0.86479,            0.011124,           0.0023252,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.013985,           0.0034894,                   0,             0.99984,                   1,               0.995,             0.86554,            0.010929,           0.0022645,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.014196,           0.0036238,                   0,             0.99876,                   1,               0.995,             0.87244,              0.0106,           0.0022406,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.013664,           0.0033612,                   0,             0.99981,                   1,               0.995,              0.8685,            0.010745,           0.0022625,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.014026,           0.0034605,                   0,             0.99986,                   1,               0.995,             0.87314,            0.010678,           0.0022385,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.013947,           0.0034505,                   0,             0.99988,                   1,               0.995,             0.87819,            0.010409,           0.0022134,                   0,            0.000298,            0.000298,            0.000298
