               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.020356,            0.004474,                   0,             0.99985,                   1,               0.995,              0.7782,            0.015695,           0.0030924,                   0,           0.0057925,           0.0057925,           0.0057925
                  19,            0.019179,           0.0043711,                   0,             0.99978,                   1,               0.995,             0.80576,            0.014012,            0.002941,                   0,            0.005545,            0.005545,            0.005545
                  20,            0.019441,           0.0044332,                   0,             0.99987,               0.999,               0.995,             0.83134,            0.014586,           0.0028331,                   0,           0.0052975,           0.0052975,           0.0052975
                  21,            0.017536,           0.0039809,                   0,              0.9999,               0.999,               0.995,             0.82308,            0.013803,           0.0028608,                   0,             0.00505,             0.00505,             0.00505
                  22,            0.018505,           0.0040887,                   0,             0.99976,                   1,               0.995,             0.84527,            0.012823,           0.0028208,                   0,           0.0048025,           0.0048025,           0.0048025
                  23,            0.017378,           0.0041964,                   0,             0.99889,                   1,               0.995,             0.78181,            0.015629,           0.0028218,                   0,            0.004555,            0.004555,            0.004555
                  24,            0.016639,            0.004039,                   0,             0.99987,                   1,               0.995,             0.85305,            0.011932,           0.0026431,                   0,           0.0043075,           0.0043075,           0.0043075
                  25,            0.016707,           0.0038525,                   0,             0.99989,                   1,               0.995,             0.81994,            0.014368,            0.002655,                   0,             0.00406,             0.00406,             0.00406
                  26,            0.015717,           0.0038066,                   0,             0.99989,                   1,               0.995,             0.87266,            0.010762,           0.0025114,                   0,           0.0038125,           0.0038125,           0.0038125
                  27,             0.01546,           0.0035846,                   0,             0.99992,                   1,               0.995,             0.84708,            0.012749,           0.0025554,                   0,            0.003565,            0.003565,            0.003565
                  28,            0.014869,           0.0036771,                   0,             0.99992,                   1,               0.995,             0.87354,            0.010626,           0.0024799,                   0,           0.0033175,           0.0033175,           0.0033175
                  29,            0.014351,           0.0036287,                   0,             0.99991,                   1,               0.995,             0.87899,            0.010196,            0.002399,                   0,             0.00307,             0.00307,             0.00307
                  30,            0.014067,           0.0035817,                   0,             0.99992,                   1,               0.995,             0.89063,            0.009782,           0.0023545,                   0,           0.0028225,           0.0028225,           0.0028225
                  31,            0.013237,           0.0034154,                   0,             0.99991,                   1,               0.995,             0.88486,            0.010285,           0.0023299,                   0,            0.002575,            0.002575,            0.002575
                  32,            0.013329,           0.0033983,                   0,             0.99992,                   1,               0.995,             0.88302,           0.0099501,           0.0023126,                   0,           0.0023275,           0.0023275,           0.0023275
                  33,            0.013614,           0.0033899,                   0,                   1,             0.99987,               0.995,             0.89463,           0.0095893,           0.0022644,                   0,             0.00208,             0.00208,             0.00208
                  34,            0.012561,           0.0034964,                   0,             0.99996,                   1,               0.995,             0.89701,           0.0092974,           0.0022475,                   0,           0.0018325,           0.0018325,           0.0018325
                  35,            0.012798,           0.0034472,                   0,             0.99993,                   1,               0.995,             0.90053,           0.0090063,           0.0022116,                   0,            0.001585,            0.001585,            0.001585
                  36,            0.012424,           0.0034491,                   0,             0.99993,                   1,               0.995,             0.89751,           0.0090995,           0.0021833,                   0,           0.0013375,           0.0013375,           0.0013375
                  37,            0.011857,           0.0032149,                   0,             0.99992,                   1,               0.995,             0.89932,           0.0087279,           0.0021653,                   0,             0.00109,             0.00109,             0.00109
                  38,            0.011426,           0.0031366,                   0,             0.99994,                   1,               0.995,             0.91366,            0.008456,           0.0021186,                   0,           0.0008425,           0.0008425,           0.0008425
                  39,            0.011452,            0.003171,                   0,             0.99994,                   1,               0.995,             0.90808,           0.0085268,            0.002127,                   0,            0.000595,            0.000595,            0.000595
