               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.024337,           0.0049614,                   0,             0.99977,                   1,               0.995,             0.79702,            0.016386,           0.0033733,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.022785,            0.004775,                   0,             0.99986,                   1,               0.995,             0.78593,             0.01662,           0.0032976,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.021756,           0.0045807,                   0,              0.9998,                   1,               0.995,             0.81099,            0.015275,           0.0030848,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.022179,           0.0045846,                   0,              0.9982,             0.99699,             0.99499,             0.75767,            0.017071,           0.0031641,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.022113,           0.0045984,                   0,             0.99978,                   1,               0.995,             0.81292,            0.015847,           0.0030117,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.020738,           0.0041889,                   0,             0.99996,                   1,               0.995,             0.78797,            0.015901,           0.0030201,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.021511,           0.0043492,                   0,             0.99873,                   1,               0.995,             0.79928,             0.01595,           0.0030089,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.020434,           0.0044122,                   0,             0.99987,                   1,               0.995,             0.82089,            0.014733,           0.0029042,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.020798,           0.0043423,                   0,             0.99985,                   1,               0.995,              0.7931,            0.015449,           0.0029026,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.020425,            0.004208,                   0,             0.99886,                   1,             0.99486,             0.78962,            0.015366,           0.0029494,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.019417,           0.0041026,                   0,              0.9999,                   1,               0.995,             0.78759,             0.01528,           0.0028517,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.019488,           0.0039772,                   0,             0.99987,                   1,               0.995,             0.78231,            0.016026,             0.00284,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.018864,           0.0040266,                   0,             0.99986,                   1,               0.995,             0.81784,            0.013596,            0.002849,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.017793,           0.0039576,                   0,             0.99783,                   1,               0.995,             0.78285,            0.015959,           0.0027628,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.018393,           0.0039083,                   0,             0.99977,                   1,               0.995,             0.81593,            0.014446,            0.002671,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.018004,           0.0038369,                   0,             0.99987,                   1,               0.995,             0.85618,            0.013003,           0.0026667,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.017374,           0.0037331,                   0,             0.99986,                   1,               0.995,             0.84572,            0.012103,           0.0026965,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.017796,           0.0037206,                   0,             0.99983,                   1,               0.995,             0.87211,            0.012318,           0.0025666,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.016313,           0.0037773,                   0,             0.99991,                   1,               0.995,             0.82687,            0.012429,           0.0025422,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.017122,           0.0037711,                   0,             0.99992,                   1,               0.995,             0.84887,            0.011713,           0.0024635,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.016768,            0.003808,                   0,             0.99976,                   1,               0.995,             0.82846,            0.014081,           0.0025355,                   0,            0.006535,            0.006535,            0.006535
                  37,             0.01699,           0.0035772,                   0,             0.99974,                   1,               0.995,             0.84949,            0.012182,           0.0024768,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.015574,           0.0035092,                   0,             0.99984,                   1,               0.995,              0.8729,            0.010483,           0.0024061,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.015229,           0.0034416,                   0,             0.99985,                   1,               0.995,             0.85311,            0.011393,           0.0023697,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.016018,           0.0037151,                   0,             0.99988,                   1,               0.995,             0.85631,            0.010875,           0.0024119,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.017224,           0.0038182,                   0,              0.9999,                   1,               0.995,             0.88711,           0.0098626,           0.0024126,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.015168,           0.0035145,                   0,             0.99981,                   1,               0.995,             0.87324,            0.010693,           0.0023963,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.015493,           0.0036005,                   0,             0.99983,                   1,               0.995,             0.88158,            0.010088,           0.0022949,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.015353,           0.0034311,                   0,             0.99992,                   1,               0.995,             0.87876,            0.010572,           0.0022832,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.014849,           0.0034314,                   0,             0.99995,                   1,               0.995,             0.87936,            0.010017,             0.00229,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.014836,           0.0034739,                   0,             0.99985,                   1,               0.995,             0.89277,           0.0096143,           0.0022813,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.014264,           0.0032353,                   0,             0.99999,                   1,               0.995,             0.88391,           0.0099635,            0.002253,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.015157,           0.0034538,                   0,             0.99992,                   1,               0.995,             0.87657,            0.010444,           0.0022907,                   0,            0.005347,            0.005347,            0.005347
                  49,             0.01362,           0.0033966,                   0,             0.99991,                   1,               0.995,             0.87271,            0.010182,           0.0022119,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.014477,           0.0033377,                   0,             0.99991,                   1,               0.995,             0.88747,           0.0095813,           0.0021771,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.014394,           0.0033648,                   0,             0.99991,                   1,               0.995,              0.8982,           0.0087619,           0.0021101,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.013714,           0.0031926,                   0,             0.99986,                   1,               0.995,             0.90894,           0.0088035,           0.0021327,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.012987,           0.0031494,                   0,             0.99986,                   1,               0.995,             0.87588,            0.010299,           0.0022038,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.013557,           0.0033175,                   0,              0.9999,                   1,               0.995,              0.9094,           0.0086359,           0.0020552,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.013491,            0.003187,                   0,             0.99993,                   1,               0.995,             0.89884,           0.0089455,           0.0020907,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.013163,           0.0031787,                   0,             0.99991,                   1,               0.995,             0.89372,           0.0094868,           0.0020781,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.013558,           0.0032227,                   0,             0.99992,                   1,               0.995,             0.90107,           0.0090212,           0.0021541,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.012605,           0.0031735,                   0,             0.99992,                   1,               0.995,              0.9079,           0.0085032,           0.0020257,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.013131,            0.003074,                   0,              0.9999,                   1,               0.995,             0.91496,           0.0083507,           0.0020313,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.013216,           0.0031055,                   0,              0.9999,                   1,               0.995,             0.91325,           0.0082255,           0.0019896,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.012092,            0.003106,                   0,             0.99993,                   1,               0.995,             0.90796,           0.0082097,           0.0019582,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.012524,           0.0030602,                   0,             0.99994,                   1,               0.995,             0.91478,           0.0079396,           0.0019717,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.011933,           0.0029958,                   0,             0.99994,                   1,               0.995,             0.91904,           0.0078787,            0.001906,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.012307,           0.0029617,                   0,             0.99991,                   1,               0.995,             0.92438,            0.007743,           0.0018971,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.012301,           0.0031432,                   0,             0.99992,                   1,               0.995,             0.91885,           0.0079012,           0.0019215,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.011704,           0.0030091,                   0,             0.99992,                   1,               0.995,             0.92587,           0.0075101,            0.001861,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.011413,           0.0029698,                   0,             0.99992,                   1,               0.995,             0.92337,           0.0077167,           0.0018802,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.010946,           0.0028088,                   0,             0.99992,                   1,               0.995,             0.91809,           0.0079363,           0.0018763,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.011145,           0.0028898,                   0,             0.99992,                   1,               0.995,             0.91765,           0.0084242,           0.0019161,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.011151,           0.0029606,                   0,             0.99992,                   1,               0.995,             0.92253,           0.0074886,           0.0018608,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.010979,           0.0028047,                   0,             0.99993,                   1,               0.995,             0.92169,           0.0074912,           0.0018626,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.010827,           0.0029109,                   0,             0.99991,                   1,               0.995,             0.92832,           0.0074299,           0.0018258,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.010672,           0.0027118,                   0,             0.99991,                   1,               0.995,             0.92835,           0.0073356,           0.0018332,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.010648,           0.0027319,                   0,             0.99994,                   1,               0.995,              0.9278,            0.007273,           0.0017849,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.010518,           0.0027478,                   0,             0.99993,                   1,               0.995,             0.92625,           0.0074733,           0.0018129,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.011048,           0.0028361,                   0,             0.99993,                   1,               0.995,             0.92629,           0.0074077,            0.001798,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.010325,            0.002916,                   0,             0.99993,                   1,               0.995,              0.9363,           0.0069026,           0.0017384,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.010165,           0.0027824,                   0,             0.99992,                   1,               0.995,             0.93812,           0.0067677,           0.0017328,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.010719,           0.0027666,                   0,             0.99992,                   1,               0.995,             0.93925,            0.006825,            0.001727,                   0,            0.002278,            0.002278,            0.002278
                  80,           0.0099015,           0.0027978,                   0,             0.99993,                   1,               0.995,             0.93726,           0.0068004,           0.0017355,                   0,            0.002179,            0.002179,            0.002179
                  81,           0.0099362,             0.00274,                   0,             0.99993,                   1,               0.995,              0.9406,           0.0066868,           0.0017111,                   0,             0.00208,             0.00208,             0.00208
                  82,           0.0094218,           0.0027792,                   0,             0.99993,                   1,               0.995,             0.93682,           0.0068592,           0.0017228,                   0,            0.001981,            0.001981,            0.001981
                  83,           0.0097351,           0.0027752,                   0,             0.99993,                   1,               0.995,             0.94022,           0.0066735,           0.0016997,                   0,            0.001882,            0.001882,            0.001882
                  84,           0.0099884,           0.0026947,                   0,             0.99993,                   1,               0.995,             0.94239,           0.0064842,           0.0016748,                   0,            0.001783,            0.001783,            0.001783
                  85,           0.0094052,           0.0026689,                   0,             0.99993,                   1,               0.995,             0.93446,           0.0067325,            0.001699,                   0,            0.001684,            0.001684,            0.001684
                  86,           0.0097127,           0.0026658,                   0,             0.99993,                   1,               0.995,             0.94028,           0.0065401,           0.0016643,                   0,            0.001585,            0.001585,            0.001585
                  87,           0.0098044,           0.0027229,                   0,             0.99993,                   1,               0.995,             0.94341,              0.0066,           0.0016484,                   0,            0.001486,            0.001486,            0.001486
                  88,           0.0093822,           0.0025601,                   0,             0.99993,                   1,               0.995,             0.93814,           0.0066684,           0.0016602,                   0,            0.001387,            0.001387,            0.001387
                  89,           0.0093836,           0.0026221,                   0,             0.99995,                   1,               0.995,             0.94484,           0.0065091,           0.0016462,                   0,            0.001288,            0.001288,            0.001288
                  90,           0.0093626,           0.0027452,                   0,             0.99994,                   1,               0.995,             0.93986,           0.0066098,           0.0016559,                   0,            0.001189,            0.001189,            0.001189
                  91,           0.0096164,           0.0026616,                   0,             0.99993,                   1,               0.995,             0.94222,           0.0065026,           0.0016602,                   0,             0.00109,             0.00109,             0.00109
                  92,           0.0092337,           0.0026441,                   0,             0.99994,                   1,               0.995,             0.94003,           0.0064916,           0.0016424,                   0,            0.000991,            0.000991,            0.000991
                  93,           0.0090494,           0.0025678,                   0,             0.99994,                   1,               0.995,             0.94671,           0.0062594,           0.0016133,                   0,            0.000892,            0.000892,            0.000892
                  94,           0.0091539,           0.0027204,                   0,             0.99993,                   1,               0.995,             0.94065,           0.0064721,           0.0016355,                   0,            0.000793,            0.000793,            0.000793
                  95,           0.0088773,           0.0025728,                   0,             0.99993,                   1,               0.995,             0.94405,            0.006331,           0.0016187,                   0,            0.000694,            0.000694,            0.000694
                  96,           0.0092235,           0.0026969,                   0,             0.99993,                   1,               0.995,             0.94515,           0.0062226,           0.0016104,                   0,            0.000595,            0.000595,            0.000595
                  97,           0.0088446,           0.0025509,                   0,             0.99993,                   1,               0.995,             0.94684,           0.0062595,           0.0015979,                   0,            0.000496,            0.000496,            0.000496
                  98,           0.0088407,           0.0025955,                   0,             0.99993,                   1,               0.995,             0.94774,           0.0062364,           0.0016017,                   0,            0.000397,            0.000397,            0.000397
                  99,           0.0087804,           0.0025833,                   0,             0.99993,                   1,               0.995,              0.9454,           0.0062456,           0.0016107,                   0,            0.000298,            0.000298,            0.000298
